Country,Age,Sex,Year,Life Expectancy
Latvia,0 years,Female,2007,76.2
Latvia,0 years,Female,2008,77.5
Latvia,0 years,Female,2009,77.7
Latvia,0 years,Female,2010,78.0
Latvia,0 years,Female,2011,78.8
Latvia,0 years,Female,2012,78.9
Latvia,0 years,Female,2013,78.9
Latvia,0 years,Female,2014,79.2
Latvia,0 years,Female,2015,79.3
Latvia,0 years,Female,2016,79.4
Latvia,0 years,Female,2017,79.5
Latvia,0 years,Female,2018,79.6
Latvia,0 years,Female,2019,80.0
Latvia,0 years,Female,2020,79.9
Latvia,0 years,Female,2021,78.0
Latvia,0 years,Female,2022,79.4
Latvia,0 years,Female,2023,80.5
Latvia,0 years,Female,2024,81.2
Lithuania,0 years,Female,2000,77.4
Lithuania,0 years,Female,2001,77.4
Lithuania,0 years,Female,2002,77.4
Lithuania,0 years,Female,2003,77.7
Lithuania,0 years,Female,2004,77.7
Lithuania,0 years,Female,2005,77.4
Lithuania,0 years,Female,2006,77.1
Lithuania,0 years,Female,2007,77.2
Lithuania,0 years,Female,2008,77.6
Lithuania,0 years,Female,2009,78.7
Lithuania,0 years,Female,2010,78.9
Lithuania,0 years,Female,2011,79.3
